,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Label,Output
48,172.17.237.22-52.95.114.193-60696-443-6,172.17.237.22,60696.0,52.95.114.193,443.0,6.0,22-12-21 13:04,90112355.0,Normal,Normal
49,172.17.237.22-52.95.115.196-35908-443-6,172.17.237.22,35908.0,52.95.115.196,443.0,6.0,22-12-21 13:04,90113848.0,Normal,Normal
50,172.17.237.22-172.67.13.182-36334-443-6,172.17.237.22,36334.0,172.67.13.182,443.0,6.0,22-12-21 13:04,90113848.0,Normal,Normal
51,172.17.237.22-52.95.127.127-46684-443-6,172.17.237.22,46684.0,52.95.127.127,443.0,6.0,22-12-21 13:04,91137856.0,Normal,Normal
52,172.17.237.22-104.244.42.3-54314-443-6,172.17.237.22,54314.0,104.244.42.3,443.0,6.0,22-12-21 13:04,90112300.0,Normal,Normal
53,172.17.237.22-54.239.35.28-51482-443-6,172.17.237.22,51482.0,54.239.35.28,443.0,6.0,22-12-21 13:04,90112396.0,Normal,Normal
54,172.17.237.22-69.173.158.64-35166-443-6,172.17.237.22,35166.0,69.173.158.64,443.0,6.0,22-12-21 13:04,90112387.0,Normal,Normal
55,172.17.237.22-52.159.49.199-59046-443-6,172.17.237.22,59046.0,52.159.49.199,443.0,6.0,22-12-21 13:04,104448361.0,Normal,Normal
56,172.17.237.22-52.159.49.199-59044-443-6,172.17.237.22,59044.0,52.159.49.199,443.0,6.0,22-12-21 13:04,107458253.0,Normal,Normal
57,172.17.237.43-239.255.255.250-49229-1900-17,172.17.237.43,49229.0,239.255.255.250,1900.0,17.0,22-12-21 13:04,612458.0,Normal,Normal
58,172.17.237.22-239.255.255.250-34264-1900-17,172.17.237.22,34264.0,239.255.255.250,1900.0,17.0,22-12-21 13:04,1000855.0,Normal,Normal
59,172.17.237.22-18.141.21.165-42640-443-6,172.17.237.22,42640.0,18.141.21.165,443.0,6.0,22-12-21 13:04,10726231.0,Normal,Normal
60,172.17.237.22-35.213.12.39-49406-443-6,172.17.237.22,49406.0,35.213.12.39,443.0,6.0,22-12-21 13:04,4470435.0,Normal,Normal
61,172.17.237.22-18.140.144.198-57632-443-6,172.17.237.22,57632.0,18.140.144.198,443.0,6.0,22-12-21 13:04,4984771.0,Normal,Normal
62,172.217.167.202-172.17.237.22-443-50491-17,172.17.237.22,50491.0,172.217.167.202,443.0,17.0,22-12-21 13:04,119668252.0,Normal,Normal
63,172.17.237.22-54.254.11.117-56424-443-6,172.17.237.22,56424.0,54.254.11.117,443.0,6.0,22-12-21 13:04,436.0,Normal,Normal
64,163.53.78.51-172.17.237.22-443-48066-6,172.17.237.22,48066.0,163.53.78.51,443.0,6.0,22-12-21 13:04,11916485.0,Normal,Normal
65,172.17.237.33-239.255.255.250-49859-1900-17,172.17.237.33,49859.0,239.255.255.250,1900.0,17.0,22-12-21 13:04,3023181.0,Normal,Normal
66,142.250.194.129-172.17.237.22-443-36362-6,172.17.237.22,36362.0,142.250.194.129,443.0,6.0,22-12-21 13:05,367.0,Normal,Normal
67,172.17.237.22-172.67.14.139-55376-443-6,172.17.237.22,55376.0,172.67.14.139,443.0,6.0,22-12-21 13:05,287.0,Normal,Normal
68,172.17.237.22-69.173.158.65-38814-443-6,172.17.237.22,38814.0,69.173.158.65,443.0,6.0,22-12-21 13:05,417.0,Normal,Normal
69,172.17.237.22-35.190.60.146-54816-443-6,172.17.237.22,54816.0,35.190.60.146,443.0,6.0,22-12-21 13:05,257.0,Normal,Normal
70,172.17.237.22-35.190.60.146-54818-443-6,172.17.237.22,54818.0,35.190.60.146,443.0,6.0,22-12-21 13:05,460.0,Normal,Normal
71,172.17.237.22-104.18.101.194-34930-443-6,172.17.237.22,34930.0,104.18.101.194,443.0,6.0,22-12-21 13:05,301.0,Normal,Normal
72,172.17.237.22-13.35.191.104-43462-443-6,172.17.237.22,43462.0,13.35.191.104,443.0,6.0,22-12-21 13:05,329.0,Normal,Normal
73,172.17.237.22-99.86.47.200-54526-443-6,172.17.237.22,54526.0,99.86.47.200,443.0,6.0,22-12-21 13:05,433.0,Normal,Normal
74,132.148.80.84-172.17.237.22-443-38970-6,172.17.237.22,38970.0,132.148.80.84,443.0,6.0,22-12-21 13:05,303.0,Normal,Normal
75,172.17.237.22-103.43.90.54-41252-443-6,172.17.237.22,41252.0,103.43.90.54,443.0,6.0,22-12-21 13:05,206943.0,Normal,Normal
76,172.17.237.22-104.254.148.166-41766-443-6,172.17.237.22,41766.0,104.254.148.166,443.0,6.0,22-12-21 13:05,207357.0,Normal,Normal
77,172.17.237.22-104.254.149.101-44500-443-6,172.17.237.22,44500.0,104.254.149.101,443.0,6.0,22-12-21 13:05,207604.0,Normal,Normal
78,172.17.237.22-103.43.90.54-41252-443-6,172.17.237.22,41252.0,103.43.90.54,443.0,6.0,22-12-21 13:05,435993.0,Normal,Normal
79,172.17.237.22-104.254.148.166-41766-443-6,172.17.237.22,41766.0,104.254.148.166,443.0,6.0,22-12-21 13:05,436016.0,Normal,Normal
80,172.17.237.22-104.254.149.101-44500-443-6,172.17.237.22,44500.0,104.254.149.101,443.0,6.0,22-12-21 13:05,436039.0,Normal,Normal
81,172.17.237.22-52.119.187.0-50858-443-6,52.119.187.0,443.0,172.17.237.22,50858.0,6.0,22-12-21 13:05,3.0,Normal,Normal
82,172.17.237.22-103.43.90.54-41252-443-6,172.17.237.22,41252.0,103.43.90.54,443.0,6.0,22-12-21 13:05,1663914.0,Normal,Normal
83,172.17.237.22-104.254.148.166-41766-443-6,172.17.237.22,41766.0,104.254.148.166,443.0,6.0,22-12-21 13:05,1663925.0,Normal,Normal
84,172.17.237.22-104.254.149.101-44500-443-6,172.17.237.22,44500.0,104.254.149.101,443.0,6.0,22-12-21 13:05,1663941.0,Normal,Normal
85,172.17.237.22-3.109.226.68-57544-443-6,172.17.237.22,57544.0,3.109.226.68,443.0,6.0,22-12-21 13:05,193.0,Normal,Normal
86,172.17.237.22-3.114.95.219-35180-443-6,172.17.237.22,35180.0,3.114.95.219,443.0,6.0,22-12-21 13:05,283.0,Normal,Normal
87,172.17.237.22-103.43.90.54-41252-443-6,172.17.237.22,41252.0,103.43.90.54,443.0,6.0,22-12-21 13:05,6655860.0,Normal,Normal
88,172.17.237.22-104.254.148.166-41766-443-6,172.17.237.22,41766.0,104.254.148.166,443.0,6.0,22-12-21 13:05,6655880.0,Normal,Normal
89,172.17.237.22-104.254.149.101-44500-443-6,172.17.237.22,44500.0,104.254.149.101,443.0,6.0,22-12-21 13:05,6655900.0,Normal,Normal
90,172.17.237.22-20.88.207.242-42476-443-6,172.17.237.22,42476.0,20.88.207.242,443.0,6.0,22-12-21 13:05,8334252.0,Normal,Normal
91,172.17.237.22-20.88.207.242-42476-443-6,172.17.237.22,42476.0,20.88.207.242,443.0,6.0,22-12-21 13:05,582.0,Normal,Normal
92,172.17.237.22-52.114.32.187-56210-443-6,172.17.237.22,56210.0,52.114.32.187,443.0,6.0,22-12-21 13:05,27903848.0,Normal,Normal
93,172.17.237.22-23.32.177.106-58562-443-6,172.17.237.22,58562.0,23.32.177.106,443.0,6.0,22-12-21 13:05,28159967.0,Normal,Normal
94,172.17.237.22-23.32.177.106-58568-443-6,172.17.237.22,58568.0,23.32.177.106,443.0,6.0,22-12-21 13:05,28159991.0,Normal,Normal
95,172.17.237.22-23.32.177.106-58560-443-6,172.17.237.22,58560.0,23.32.177.106,443.0,6.0,22-12-21 13:05,28160010.0,Normal,Normal
96,172.17.237.22-23.32.177.106-58566-443-6,172.17.237.22,58566.0,23.32.177.106,443.0,6.0,22-12-21 13:05,28160028.0,Normal,Normal
97,172.17.237.22-23.32.177.106-58564-443-6,172.17.237.22,58564.0,23.32.177.106,443.0,6.0,22-12-21 13:05,28160055.0,Normal,Normal
98,172.17.237.22-103.229.205.243-46662-443-6,172.17.237.22,46662.0,103.229.205.243,443.0,6.0,22-12-21 13:05,18848750.0,Normal,Normal
99,172.17.237.22-23.32.177.106-58558-443-6,172.17.237.22,58558.0,23.32.177.106,443.0,6.0,22-12-21 13:05,29952005.0,Normal,Normal
100,132.148.80.84-172.17.237.22-443-38902-6,172.17.237.22,38902.0,132.148.80.84,443.0,6.0,22-12-21 13:05,31205992.0,Normal,Normal
101,132.148.80.84-172.17.237.22-443-38904-6,172.17.237.22,38904.0,132.148.80.84,443.0,6.0,22-12-21 13:05,31209168.0,Normal,Normal
102,172.17.237.22-103.43.90.54-41252-443-6,172.17.237.22,41252.0,103.43.90.54,443.0,6.0,22-12-21 13:05,28160142.0,Normal,Normal
103,172.17.237.22-104.254.148.166-41766-443-6,172.17.237.22,41766.0,104.254.148.166,443.0,6.0,22-12-21 13:05,28160163.0,Normal,Normal
104,172.17.237.22-104.254.149.101-44500-443-6,172.17.237.22,44500.0,104.254.149.101,443.0,6.0,22-12-21 13:05,28160183.0,Normal,Normal
105,132.148.80.84-172.17.237.22-443-38902-6,172.17.237.22,38902.0,132.148.80.84,443.0,6.0,22-12-21 13:05,4558983.0,Normal,Normal
106,132.148.80.84-172.17.237.22-443-38904-6,172.17.237.22,38904.0,132.148.80.84,443.0,6.0,22-12-21 13:05,4555002.0,Normal,Normal
107,172.17.237.22-52.46.154.242-49078-443-6,172.17.237.22,49078.0,52.46.154.242,443.0,6.0,22-12-21 13:05,59356242.0,Normal,Normal
108,172.17.237.22-74.125.200.188-35868-5228-6,74.125.200.188,5228.0,172.17.237.22,35868.0,6.0,22-12-21 13:05,99105230.0,Normal,Normal
109,172.17.237.22-44.194.49.161-54574-443-6,172.17.237.22,54574.0,44.194.49.161,443.0,6.0,22-12-21 13:05,75287730.0,Normal,Normal
110,172.17.237.43-224.0.0.251-5353-5353-17,172.17.237.43,5353.0,224.0.0.251,5353.0,17.0,22-12-21 13:05,118735520.0,Normal,Normal
111,172.17.237.42-224.0.0.251-5353-5353-17,172.17.237.42,5353.0,224.0.0.251,5353.0,17.0,22-12-21 13:05,40057888.0,Normal,Normal
112,172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354.0,20.42.73.24,443.0,6.0,22-12-21 13:05,102289989.0,Normal,Normal
113,142.250.206.165-172.17.237.22-443-50770-6,172.17.237.22,50770.0,142.250.206.165,443.0,6.0,22-12-21 13:05,90112413.0,Normal,Normal
114,142.250.206.165-172.17.237.22-443-50784-6,172.17.237.22,50784.0,142.250.206.165,443.0,6.0,22-12-21 13:05,90112415.0,Normal,Normal
115,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0.0,8.0.6.4,0.0,0.0,22-12-21 13:05,109220443.0,Normal,Normal
116,142.250.194.14-172.17.237.22-443-48798-6,172.17.237.22,48798.0,142.250.194.14,443.0,6.0,22-12-21 13:05,90112554.0,Normal,Normal
117,172.17.237.22-69.173.158.65-38842-443-6,172.17.237.22,38842.0,69.173.158.65,443.0,6.0,22-12-21 13:05,90112327.0,Normal,Normal
118,172.17.237.22-103.231.98.193-54076-443-6,172.17.237.22,54076.0,103.231.98.193,443.0,6.0,22-12-21 13:05,90112334.0,Normal,Normal
119,172.17.237.22-74.125.24.155-34418-443-6,172.17.237.22,34418.0,74.125.24.155,443.0,6.0,22-12-21 13:05,90112514.0,Normal,Normal
120,172.17.237.22-35.227.252.103-56168-443-6,172.17.237.22,56168.0,35.227.252.103,443.0,6.0,22-12-21 13:05,90112497.0,Normal,Normal
121,142.250.194.142-172.17.237.22-443-39848-6,172.17.237.22,39848.0,142.250.194.142,443.0,6.0,22-12-21 13:05,90112500.0,Normal,Normal
122,172.17.237.22-103.231.98.201-56280-443-6,172.17.237.22,56280.0,103.231.98.201,443.0,6.0,22-12-21 13:05,90112509.0,Normal,Normal
123,172.17.237.22-199.232.253.16-33484-443-6,172.17.237.22,33484.0,199.232.253.16,443.0,6.0,22-12-21 13:05,114417897.0,Normal,Normal
124,172.17.237.22-74.125.136.94-37526-443-6,172.17.237.22,37526.0,74.125.136.94,443.0,6.0,22-12-21 13:05,90112410.0,Normal,Normal
125,172.17.237.22-23.32.176.15-54964-443-6,172.17.237.22,54964.0,23.32.176.15,443.0,6.0,22-12-21 13:05,119039253.0,Normal,Normal
126,142.250.193.65-172.17.237.22-443-47244-6,172.17.237.22,47244.0,142.250.193.65,443.0,6.0,22-12-21 13:05,90112207.0,Normal,Normal
127,172.17.237.22-13.35.191.104-43468-443-6,172.17.237.22,43468.0,13.35.191.104,443.0,6.0,22-12-21 13:05,90112199.0,Normal,Normal
128,172.17.237.22-13.35.218.125-49474-443-6,172.17.237.22,49474.0,13.35.218.125,443.0,6.0,22-12-21 13:05,90112533.0,Normal,Normal
129,172.17.237.22-23.32.177.30-35740-443-6,172.17.237.22,35740.0,23.32.177.30,443.0,6.0,22-12-21 13:05,90112221.0,Normal,Normal
130,172.17.237.22-23.32.177.30-35848-443-6,172.17.237.22,35848.0,23.32.177.30,443.0,6.0,22-12-21 13:05,90112495.0,Normal,Normal
131,172.17.237.22-54.239.36.190-59126-443-6,172.17.237.22,59126.0,54.239.36.190,443.0,6.0,22-12-21 13:05,90112226.0,Normal,Normal
132,172.17.237.22-23.32.177.30-35852-443-6,172.17.237.22,35852.0,23.32.177.30,443.0,6.0,22-12-21 13:05,90112502.0,Normal,Normal
133,172.17.237.22-69.173.158.64-35762-443-6,172.17.237.22,35762.0,69.173.158.64,443.0,6.0,22-12-21 13:05,90112335.0,Normal,Normal
134,142.250.192.197-172.17.237.22-443-48074-6,172.17.237.22,48074.0,142.250.192.197,443.0,6.0,22-12-21 13:05,106051402.0,Normal,Normal
135,172.17.237.22-35.186.220.184-42258-443-6,172.17.237.22,42258.0,35.186.220.184,443.0,6.0,22-12-21 13:05,90116147.0,Normal,Normal
136,172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53.0,172.17.237.20,53.0,17.0,22-12-21 13:05,119682551.0,Normal,Normal
