Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Label
172.17.237.22-52.163.231.110-46156-443-6,172.17.237.22,46156,52.163.231.110,443,6,22-12-21 13:22,3359997,Normal
172.17.237.22-13.76.153.29-37050-443-6,172.17.237.22,37050,13.76.153.29,443,6,22-12-21 13:22,3360023,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-21 13:22,86093271,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-21 13:22,89142456,Normal
172.17.172.3-172.17.237.20-53-53-17,172.17.172.3,53,172.17.237.20,53,17,22-12-21 13:22,118154611,Normal
172.17.237.12-224.0.0.251-5353-5353-17,172.17.237.12,5353,224.0.0.251,5353,17,22-12-21 13:22,42048378,Normal
172.17.237.22-52.159.49.199-59234-443-6,172.17.237.22,59234,52.159.49.199,443,6,22-12-21 13:22,119637493,Normal
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,22-12-21 13:22,93279028,Normal
172.17.237.22-8.8.8.8-45055-53-17,172.17.237.22,45055,8.8.8.8,53,17,22-12-21 13:22,94556,Normal
172.17.237.43-239.255.255.250-51471-1900-17,172.17.237.43,51471,239.255.255.250,1900,17,22-12-21 13:22,656858,Normal
172.17.237.46-239.255.255.250-64507-1900-17,172.17.237.46,64507,239.255.255.250,1900,17,22-12-21 13:22,3032333,Normal
172.17.237.22-239.255.255.250-53267-1900-17,172.17.237.22,53267,239.255.255.250,1900,17,22-12-21 13:22,3003201,Normal
172.17.237.61-239.255.255.250-49620-1900-17,172.17.237.61,49620,239.255.255.250,1900,17,22-12-21 13:22,3023058,Normal
172.17.237.43-239.255.255.250-59570-1900-17,172.17.237.43,59570,239.255.255.250,1900,17,22-12-21 13:22,612460,Normal
142.250.193.206-172.17.237.22-443-37416-17,172.17.237.22,37416,142.250.193.206,443,17,22-12-21 13:22,392317,Normal
172.17.237.43-239.255.255.250-46784-1900-17,172.17.237.43,46784,239.255.255.250,1900,17,22-12-21 13:22,600396,Normal
172.17.237.43-239.255.255.250-40783-1900-17,172.17.237.43,40783,239.255.255.250,1900,17,22-12-21 13:22,622323,Normal
172.17.237.33-239.255.255.250-63712-1900-17,172.17.237.33,63712,239.255.255.250,1900,17,22-12-21 13:22,3015628,Normal
172.17.237.22-8.8.8.8-40042-53-17,172.17.237.22,40042,8.8.8.8,53,17,22-12-21 13:22,359823,Normal
169.254.178.109-239.255.255.250-61787-1900-17,169.254.178.109,61787,239.255.255.250,1900,17,22-12-21 13:22,3027365,Normal
172.17.237.61-239.255.255.250-49621-1900-17,172.17.237.61,49621,239.255.255.250,1900,17,22-12-21 13:22,3032494,Normal
172.17.237.43-239.255.255.250-44903-1900-17,172.17.237.43,44903,239.255.255.250,1900,17,22-12-21 13:22,575164,Normal
172.17.237.43-239.255.255.250-49660-1900-17,172.17.237.43,49660,239.255.255.250,1900,17,22-12-21 13:22,509354,Normal
172.17.237.22-52.163.231.110-46156-443-6,172.17.237.22,46156,52.163.231.110,443,6,22-12-21 13:23,13307955,Normal
172.17.237.22-13.76.153.29-37050-443-6,172.17.237.22,37050,13.76.153.29,443,6,22-12-21 13:23,13307971,Normal
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-21 13:23,116979087,Normal
172.17.237.43-224.0.0.251-5353-5353-17,172.17.237.43,5353,224.0.0.251,5353,17,22-12-21 13:23,119985555,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-21 13:23,84899740,Normal
172.17.237.1-255.255.255.255-67-68-17,172.17.237.1,67,255.255.255.255,68,17,22-12-21 13:23,29286988,Normal
169.254.178.109-224.0.0.251-5353-5353-17,169.254.178.109,5353,224.0.0.251,5353,17,22-12-21 13:23,10818587,Normal
169.254.178.109-239.255.255.250-64470-1900-17,169.254.178.109,64470,239.255.255.250,1900,17,22-12-21 13:23,3025462,Normal
142.250.193.206-172.17.237.22-443-58804-17,172.17.237.22,58804,142.250.193.206,443,17,22-12-21 13:23,26338599,Normal
172.17.237.43-239.255.255.250-48646-1900-17,172.17.237.43,48646,239.255.255.250,1900,17,22-12-21 13:23,601320,Normal
172.17.237.43-239.255.255.250-53561-1900-17,172.17.237.43,53561,239.255.255.250,1900,17,22-12-21 13:23,598290,Normal
172.17.237.43-239.255.255.250-60762-1900-17,172.17.237.43,60762,239.255.255.250,1900,17,22-12-21 13:23,621449,Normal
172.17.237.43-239.255.255.250-46004-1900-17,172.17.237.43,46004,239.255.255.250,1900,17,22-12-21 13:23,599592,Normal
172.17.237.43-239.255.255.250-55496-1900-17,172.17.237.43,55496,239.255.255.250,1900,17,22-12-21 13:23,622940,Normal
172.17.237.32-239.255.255.250-61182-1900-17,172.17.237.32,61182,239.255.255.250,1900,17,22-12-21 13:23,3001873,Normal
172.17.237.43-239.255.255.250-59264-1900-17,172.17.237.43,59264,239.255.255.250,1900,17,22-12-21 13:23,480211,Normal
172.17.237.22-52.159.49.199-59044-443-6,172.17.237.22,59044,52.159.49.199,443,6,22-12-21 13:24,78540600,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-21 13:24,74967370,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-21 13:24,105472327,Normal
172.17.237.33-224.0.0.251-5353-5353-17,172.17.237.33,5353,224.0.0.251,5353,17,22-12-21 13:24,101,Normal
172.17.237.22-180.149.59.14-36836-443-17,172.17.237.22,36836,180.149.59.14,443,17,22-12-21 13:24,55944366,Normal
172.17.237.43-239.255.255.250-34046-1900-17,172.17.237.43,34046,239.255.255.250,1900,17,22-12-21 13:24,623853,Normal
172.17.237.43-239.255.255.250-37141-1900-17,172.17.237.43,37141,239.255.255.250,1900,17,22-12-21 13:24,605178,Normal
172.17.237.22-8.8.8.8-49279-53-17,172.17.237.22,49279,8.8.8.8,53,17,22-12-21 13:24,64472,Normal
172.17.237.43-239.255.255.250-55487-1900-17,172.17.237.43,55487,239.255.255.250,1900,17,22-12-21 13:24,598884,Normal
172.17.237.61-239.255.255.250-60597-1900-17,172.17.237.61,60597,239.255.255.250,1900,17,22-12-21 13:24,3028292,Normal
172.17.237.43-239.255.255.250-56351-1900-17,172.17.237.43,56351,239.255.255.250,1900,17,22-12-21 13:24,602809,Normal
172.17.237.61-239.255.255.250-60596-1900-17,172.17.237.61,60596,239.255.255.250,1900,17,22-12-21 13:24,3023430,Normal
172.17.237.43-239.255.255.250-37569-1900-17,172.17.237.43,37569,239.255.255.250,1900,17,22-12-21 13:24,652478,Normal
172.17.237.33-239.255.255.250-63957-1900-17,172.17.237.33,63957,239.255.255.250,1900,17,22-12-21 13:24,3013324,Normal
172.17.237.22-8.8.8.8-56057-53-17,172.17.237.22,56057,8.8.8.8,53,17,22-12-21 13:24,102811,Normal
172.17.237.22-8.8.8.8-60263-53-17,172.17.237.22,60263,8.8.8.8,53,17,22-12-21 13:24,95952,Normal
172.17.237.46-239.255.255.250-50201-1900-17,172.17.237.46,50201,239.255.255.250,1900,17,22-12-21 13:24,3034817,Normal
172.17.237.43-239.255.255.250-53219-1900-17,172.17.237.43,53219,239.255.255.250,1900,17,22-12-21 13:24,534269,Normal
142.250.194.2-172.17.237.22-443-59263-17,172.17.237.22,59263,142.250.194.2,443,17,22-12-21 13:24,279371,Normal
172.17.237.22-239.255.255.250-58040-1900-17,172.17.237.22,58040,239.255.255.250,1900,17,22-12-21 13:24,3003356,Normal
142.250.193.206-172.17.237.22-443-47036-17,172.17.237.22,47036,142.250.193.206,443,17,22-12-21 13:24,609027,Normal
172.17.237.22-52.159.49.199-59044-443-6,172.17.237.22,59044,52.159.49.199,443,6,22-12-21 13:25,92013246,Normal
172.17.172.3-172.17.237.20-53-53-17,172.17.172.3,53,172.17.237.20,53,17,22-12-21 13:25,116758887,Normal
172.17.237.12-224.0.0.251-5353-5353-17,172.17.237.12,5353,224.0.0.251,5353,17,22-12-21 13:25,68220621,Normal
172.17.237.22-52.159.49.199-59234-443-6,172.17.237.22,59234,52.159.49.199,443,6,22-12-21 13:25,74342275,Normal
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-21 13:25,113623619,Normal
172.17.237.32-239.255.255.250-63171-1900-17,172.17.237.32,63171,239.255.255.250,1900,17,22-12-21 13:25,3013881,Normal
172.17.237.43-239.255.255.250-55970-1900-17,172.17.237.43,55970,239.255.255.250,1900,17,22-12-21 13:25,621586,Normal
142.250.193.206-172.17.237.22-443-57036-17,172.17.237.22,57036,142.250.193.206,443,17,22-12-21 13:25,698694,Normal
172.17.237.43-239.255.255.250-50512-1900-17,172.17.237.43,50512,239.255.255.250,1900,17,22-12-21 13:25,613344,Normal
169.254.178.109-239.255.255.250-62741-1900-17,169.254.178.109,62741,239.255.255.250,1900,17,22-12-21 13:25,3033802,Normal
172.17.237.43-239.255.255.250-44565-1900-17,172.17.237.43,44565,239.255.255.250,1900,17,22-12-21 13:25,713782,Normal
172.17.237.43-239.255.255.250-53661-1900-17,172.17.237.43,53661,239.255.255.250,1900,17,22-12-21 13:25,488313,Normal
172.17.237.43-239.255.255.250-35498-1900-17,172.17.237.43,35498,239.255.255.250,1900,17,22-12-21 13:25,601898,Normal
172.17.237.43-239.255.255.250-49255-1900-17,172.17.237.43,49255,239.255.255.250,1900,17,22-12-21 13:25,602995,Normal
172.17.237.22-52.159.49.199-59044-443-6,172.17.237.22,59044,52.159.49.199,443,6,22-12-21 13:26,207984,Normal
172.17.237.22-52.159.49.199-59044-443-6,172.17.237.22,59044,52.159.49.199,443,6,22-12-21 13:26,832008,Normal
172.17.237.22-52.159.49.199-59044-443-6,172.17.237.22,59044,52.159.49.199,443,6,22-12-21 13:26,3488002,Normal
172.17.237.43-224.0.0.251-5353-5353-17,172.17.237.43,5353,224.0.0.251,5353,17,22-12-21 13:26,100031475,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-21 13:26,119809159,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-21 13:26,119999135,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-21 13:26,119927898,Normal
172.17.237.61-239.255.255.250-60764-1900-17,172.17.237.61,60764,239.255.255.250,1900,17,22-12-21 13:26,3018789,Normal
172.17.237.22-180.149.59.14-39046-443-17,172.17.237.22,39046,180.149.59.14,443,17,22-12-21 13:26,73949192,Normal
172.17.237.43-239.255.255.250-38067-1900-17,172.17.237.43,38067,239.255.255.250,1900,17,22-12-21 13:26,604044,Normal
172.17.237.46-239.255.255.250-64172-1900-17,172.17.237.46,64172,239.255.255.250,1900,17,22-12-21 13:26,3023314,Normal
172.17.237.22-8.8.8.8-34452-53-17,172.17.237.22,34452,8.8.8.8,53,17,22-12-21 13:26,64921,Normal
172.17.237.43-239.255.255.250-60746-1900-17,172.17.237.43,60746,239.255.255.250,1900,17,22-12-21 13:26,600274,Normal
172.17.237.22-8.8.8.8-52455-53-17,172.17.237.22,52455,8.8.8.8,53,17,22-12-21 13:26,93988,Normal
172.17.237.22-8.8.8.8-59475-53-17,172.17.237.22,59475,8.8.8.8,53,17,22-12-21 13:26,94677,Normal
172.17.237.43-239.255.255.250-51974-1900-17,172.17.237.43,51974,239.255.255.250,1900,17,22-12-21 13:26,660118,Normal
142.250.193.206-172.17.237.22-443-41874-17,172.17.237.22,41874,142.250.193.206,443,17,22-12-21 13:26,10122746,Normal
172.17.237.43-239.255.255.250-45698-1900-17,172.17.237.43,45698,239.255.255.250,1900,17,22-12-21 13:26,629373,Normal
172.17.237.22-35.186.220.184-39249-443-17,172.17.237.22,39249,35.186.220.184,443,17,22-12-21 13:26,388991,Normal
172.17.237.43-239.255.255.250-60764-1900-17,172.17.237.43,60764,239.255.255.250,1900,17,22-12-21 13:26,515724,Normal
172.17.237.22-8.8.8.8-47238-53-17,172.17.237.22,47238,8.8.8.8,53,17,22-12-21 13:26,62619,Normal
172.17.237.61-239.255.255.250-60763-1900-17,172.17.237.61,60763,239.255.255.250,1900,17,22-12-21 13:26,3006274,Normal
172.17.237.22-239.255.255.250-33434-1900-17,172.17.237.22,33434,239.255.255.250,1900,17,22-12-21 13:26,3003610,Normal
172.17.237.33-239.255.255.250-59933-1900-17,172.17.237.33,59933,239.255.255.250,1900,17,22-12-21 13:26,3015659,Normal
142.250.194.2-172.17.237.22-443-54624-17,172.17.237.22,54624,142.250.194.2,443,17,22-12-21 13:26,278641,Normal
172.17.237.255-172.17.237.32-137-137-17,172.17.237.32,137,172.17.237.255,137,17,22-12-21 13:26,17164654,Normal
172.17.237.43-239.255.255.250-60996-1900-17,172.17.237.43,60996,239.255.255.250,1900,17,22-12-21 13:26,618125,Normal
172.17.237.22-52.159.49.199-59044-443-6,172.17.237.22,59044,52.159.49.199,443,6,22-12-21 13:27,13311998,Normal
172.17.237.12-224.0.0.251-5353-5353-17,172.17.237.12,5353,224.0.0.251,5353,17,22-12-21 13:27,110170447,Normal
172.17.237.22-52.159.49.199-59234-443-6,172.17.237.22,59234,52.159.49.199,443,6,22-12-21 13:27,118785199,Normal
172.17.172.3-172.17.237.20-53-53-17,172.17.172.3,53,172.17.237.20,53,17,22-12-21 13:27,116590586,Normal
172.17.172.200-172.17.237.22-67-68-17,172.17.237.22,68,172.17.172.200,67,17,22-12-21 13:27,897,Normal
172.17.237.22-8.8.8.8-51417-53-17,172.17.237.22,51417,8.8.8.8,53,17,22-12-21 13:27,94344,Normal
172.17.237.43-239.255.255.250-33404-1900-17,172.17.237.43,33404,239.255.255.250,1900,17,22-12-21 13:27,768317,Normal
172.17.237.22-216.58.196.206-33247-443-17,172.17.237.22,33247,216.58.196.206,443,17,22-12-21 13:27,372813,Normal
172.17.237.43-239.255.255.250-43555-1900-17,172.17.237.43,43555,239.255.255.250,1900,17,22-12-21 13:27,617700,Normal
172.17.237.32-239.255.255.250-60765-1900-17,172.17.237.32,60765,239.255.255.250,1900,17,22-12-21 13:27,3037679,Normal
172.17.237.43-239.255.255.250-49402-1900-17,172.17.237.43,49402,239.255.255.250,1900,17,22-12-21 13:27,625590,Normal
172.17.237.43-239.255.255.250-35025-1900-17,172.17.237.43,35025,239.255.255.250,1900,17,22-12-21 13:27,588287,Normal
172.17.237.43-239.255.255.250-60847-1900-17,172.17.237.43,60847,239.255.255.250,1900,17,22-12-21 13:27,611598,Normal
172.17.237.43-239.255.255.250-58271-1900-17,172.17.237.43,58271,239.255.255.250,1900,17,22-12-21 13:27,565012,Normal
169.254.178.109-239.255.255.250-53813-1900-17,169.254.178.109,53813,239.255.255.250,1900,17,22-12-21 13:27,3028993,Normal
172.17.237.43-224.0.0.251-5353-5353-17,172.17.237.43,5353,224.0.0.251,5353,17,22-12-21 13:28,99990463,Normal
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-21 13:28,118070821,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-21 13:28,119996589,Normal
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,22-12-21 13:28,119133626,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-21 13:28,104567438,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-21 13:28,105193164,Normal
172.17.237.61-224.0.0.251-5353-5353-17,172.17.237.61,5353,224.0.0.251,5353,17,22-12-21 13:28,131,Normal
245.129.128.0-0.8.0.0-0-0-0,0.8.0.0,0,245.129.128.0,0,0,22-12-21 13:28,16472351,Normal
172.17.237.43-239.255.255.250-33507-1900-17,172.17.237.43,33507,239.255.255.250,1900,17,22-12-21 13:28,606874,Normal
172.17.237.33-239.255.255.250-54480-1900-17,172.17.237.33,54480,239.255.255.250,1900,17,22-12-21 13:28,3026474,Normal
172.17.237.22-239.255.255.250-49030-1900-17,172.17.237.22,49030,239.255.255.250,1900,17,22-12-21 13:28,3004016,Normal
172.17.237.43-239.255.255.250-45885-1900-17,172.17.237.43,45885,239.255.255.250,1900,17,22-12-21 13:28,600595,Normal
172.17.237.46-239.255.255.250-55989-1900-17,172.17.237.46,55989,239.255.255.250,1900,17,22-12-21 13:28,3026296,Normal
172.17.237.43-239.255.255.250-57928-1900-17,172.17.237.43,57928,239.255.255.250,1900,17,22-12-21 13:28,598163,Normal
172.17.237.22-216.58.196.206-60615-443-17,172.17.237.22,60615,216.58.196.206,443,17,22-12-21 13:28,649557,Normal
172.17.237.43-239.255.255.250-59039-1900-17,172.17.237.43,59039,239.255.255.250,1900,17,22-12-21 13:28,600723,Normal
172.17.237.43-239.255.255.250-49779-1900-17,172.17.237.43,49779,239.255.255.250,1900,17,22-12-21 13:28,599856,Normal
172.17.237.61-239.255.255.250-61837-1900-17,172.17.237.61,61837,239.255.255.250,1900,17,22-12-21 13:28,3029474,Normal
172.17.237.43-239.255.255.250-56724-1900-17,172.17.237.43,56724,239.255.255.250,1900,17,22-12-21 13:28,628535,Normal
172.17.237.61-239.255.255.250-53116-1900-17,172.17.237.61,53116,239.255.255.250,1900,17,22-12-21 13:28,3014843,Normal
172.17.237.12-224.0.0.251-5353-5353-17,172.17.237.12,5353,224.0.0.251,5353,17,22-12-21 13:29,116173797,Normal
172.17.237.46-224.0.0.251-5353-5353-17,172.17.237.46,5353,224.0.0.251,5353,17,22-12-21 13:29,344,Normal
172.17.237.43-239.255.255.250-38480-1900-17,172.17.237.43,38480,239.255.255.250,1900,17,22-12-21 13:29,682933,Normal
172.17.237.22-8.8.8.8-36380-53-17,172.17.237.22,36380,8.8.8.8,53,17,22-12-21 13:29,97095,Normal
142.250.194.142-172.17.237.22-443-54303-17,172.17.237.22,54303,142.250.194.142,443,17,22-12-21 13:29,11267375,Normal
172.17.237.43-239.255.255.250-55778-1900-17,172.17.237.43,55778,239.255.255.250,1900,17,22-12-21 13:29,600820,Normal
169.254.178.109-239.255.255.250-52562-1900-17,169.254.178.109,52562,239.255.255.250,1900,17,22-12-21 13:29,3014796,Normal
142.250.194.2-172.17.237.22-443-55841-17,172.17.237.22,55841,142.250.194.2,443,17,22-12-21 13:29,295910,Normal
172.17.237.22-180.149.59.14-60708-443-17,172.17.237.22,60708,180.149.59.14,443,17,22-12-21 13:29,79917766,Normal
172.17.237.43-239.255.255.250-58588-1900-17,172.17.237.43,58588,239.255.255.250,1900,17,22-12-21 13:29,622291,Normal
172.17.237.43-239.255.255.250-54282-1900-17,172.17.237.43,54282,239.255.255.250,1900,17,22-12-21 13:29,581512,Normal
172.17.237.43-239.255.255.250-43414-1900-17,172.17.237.43,43414,239.255.255.250,1900,17,22-12-21 13:29,521258,Normal
172.17.237.43-239.255.255.250-41620-1900-17,172.17.237.43,41620,239.255.255.250,1900,17,22-12-21 13:29,621954,Normal
172.17.237.32-239.255.255.250-62866-1900-17,172.17.237.32,62866,239.255.255.250,1900,17,22-12-21 13:29,3038597,Normal
172.17.237.22-8.8.8.8-44998-53-17,172.17.237.22,44998,8.8.8.8,53,17,22-12-21 13:29,62487,Normal
172.17.237.22-8.8.8.8-33893-53-17,172.17.237.22,33893,8.8.8.8,53,17,22-12-21 13:29,89249,Normal
172.17.237.43-224.0.0.251-5353-5353-17,172.17.237.43,5353,224.0.0.251,5353,17,22-12-21 13:30,100055831,Normal
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-21 13:30,112727828,Normal
172.17.172.3-172.17.237.20-53-53-17,172.17.172.3,53,172.17.237.20,53,17,22-12-21 13:30,33580867,Normal
172.17.237.22-52.159.49.199-59234-443-6,172.17.237.22,59234,52.159.49.199,443,6,22-12-21 13:30,119213210,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-21 13:30,119918729,Normal
172.17.237.1-255.255.255.255-67-68-17,172.17.237.1,67,255.255.255.255,68,17,22-12-21 13:30,29918961,Normal
172.17.237.22-239.255.255.250-43334-1900-17,172.17.237.22,43334,239.255.255.250,1900,17,22-12-21 13:30,3004128,Normal
172.17.237.43-239.255.255.250-59532-1900-17,172.17.237.43,59532,239.255.255.250,1900,17,22-12-21 13:30,605859,Normal
172.17.237.43-239.255.255.250-33591-1900-17,172.17.237.43,33591,239.255.255.250,1900,17,22-12-21 13:30,613175,Normal
172.17.237.46-239.255.255.250-61545-1900-17,172.17.237.46,61545,239.255.255.250,1900,17,22-12-21 13:30,3029996,Normal
172.17.237.43-239.255.255.250-54552-1900-17,172.17.237.43,54552,239.255.255.250,1900,17,22-12-21 13:30,609595,Normal
172.17.237.61-239.255.255.250-54208-1900-17,172.17.237.61,54208,239.255.255.250,1900,17,22-12-21 13:30,3019737,Normal
142.250.194.206-172.17.237.22-443-55293-17,172.17.237.22,55293,142.250.194.206,443,17,22-12-21 13:30,383806,Normal
172.17.237.22-8.8.8.8-47561-53-17,172.17.237.22,47561,8.8.8.8,53,17,22-12-21 13:30,65871,Normal
172.17.237.43-239.255.255.250-49715-1900-17,172.17.237.43,49715,239.255.255.250,1900,17,22-12-21 13:30,660053,Normal
172.17.237.61-239.255.255.250-54207-1900-17,172.17.237.61,54207,239.255.255.250,1900,17,22-12-21 13:30,3025811,Normal
172.17.237.43-239.255.255.250-48702-1900-17,172.17.237.43,48702,239.255.255.250,1900,17,22-12-21 13:30,575581,Normal
172.17.237.43-239.255.255.250-46764-1900-17,172.17.237.43,46764,239.255.255.250,1900,17,22-12-21 13:30,592488,Normal
172.17.237.33-239.255.255.250-61385-1900-17,172.17.237.33,61385,239.255.255.250,1900,17,22-12-21 13:30,3014655,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-21 13:31,81078463,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-21 13:31,88472042,Normal
172.17.237.22-52.7.67.103-57242-443-6,172.17.237.22,57242,52.7.67.103,443,6,22-12-21 13:31,92524306,Normal
172.17.237.12-224.0.0.251-5353-5353-17,172.17.237.12,5353,224.0.0.251,5353,17,22-12-21 13:31,119588395,Normal
172.17.237.32-239.255.255.250-65306-1900-17,172.17.237.32,65306,239.255.255.250,1900,17,22-12-21 13:31,3037619,Normal
169.254.178.109-239.255.255.250-51246-1900-17,169.254.178.109,51246,239.255.255.250,1900,17,22-12-21 13:31,3011250,Normal
172.17.237.43-239.255.255.250-49138-1900-17,172.17.237.43,49138,239.255.255.250,1900,17,22-12-21 13:31,614632,Normal
172.17.237.22-35.186.220.184-32824-443-17,172.17.237.22,32824,35.186.220.184,443,17,22-12-21 13:31,408218,Normal
172.17.237.43-239.255.255.250-48777-1900-17,172.17.237.43,48777,239.255.255.250,1900,17,22-12-21 13:31,506455,Normal
172.17.237.22-8.8.8.8-44661-53-17,172.17.237.22,44661,8.8.8.8,53,17,22-12-21 13:31,73091,Normal
142.250.194.206-172.17.237.22-443-39342-17,172.17.237.22,39342,142.250.194.206,443,17,22-12-21 13:31,678801,Normal
172.17.237.43-239.255.255.250-43390-1900-17,172.17.237.43,43390,239.255.255.250,1900,17,22-12-21 13:31,598498,Normal
172.17.237.43-239.255.255.250-45985-1900-17,172.17.237.43,45985,239.255.255.250,1900,17,22-12-21 13:31,579703,Normal
172.17.237.43-239.255.255.250-41898-1900-17,172.17.237.43,41898,239.255.255.250,1900,17,22-12-21 13:31,621225,Normal
172.17.237.43-239.255.255.250-50604-1900-17,172.17.237.43,50604,239.255.255.250,1900,17,22-12-21 13:31,601055,Normal
172.17.237.22-8.8.8.8-39411-53-17,172.17.237.22,39411,8.8.8.8,53,17,22-12-21 13:31,69391,Normal
172.17.237.43-224.0.0.251-5353-5353-17,172.17.237.43,5353,224.0.0.251,5353,17,22-12-21 13:32,100015608,Normal
172.17.172.3-172.17.237.20-53-53-17,172.17.172.3,53,172.17.237.20,53,17,22-12-21 13:32,55707207,Normal
172.17.237.22-52.159.49.199-59234-443-6,172.17.237.22,59234,52.159.49.199,443,6,22-12-21 13:32,83056161,Normal
172.17.237.22-13.76.153.29-37052-443-6,172.17.237.22,37052,13.76.153.29,443,6,22-12-21 13:32,119998180,Normal
172.17.172.200-172.17.237.20-53-53-17,172.17.172.200,53,172.17.237.20,53,17,22-12-21 13:32,118177810,Normal
172.17.237.43-239.255.255.250-37303-1900-17,172.17.237.43,37303,239.255.255.250,1900,17,22-12-21 13:32,608699,Normal
172.17.237.43-239.255.255.250-35027-1900-17,172.17.237.43,35027,239.255.255.250,1900,17,22-12-21 13:32,617375,Normal
172.17.237.22-8.8.8.8-45001-53-17,172.17.237.22,45001,8.8.8.8,53,17,22-12-21 13:32,64035,Normal
172.17.237.22-180.149.59.14-44093-443-17,172.17.237.22,44093,180.149.59.14,443,17,22-12-21 13:32,83945006,Normal
142.250.193.206-172.17.237.22-443-47065-17,172.17.237.22,47065,142.250.193.206,443,17,22-12-21 13:32,11239474,Normal
142.250.192.2-172.17.237.22-443-50924-17,172.17.237.22,50924,142.250.192.2,443,17,22-12-21 13:32,328340,Normal
172.17.237.43-239.255.255.250-55224-1900-17,172.17.237.43,55224,239.255.255.250,1900,17,22-12-21 13:32,587066,Normal
172.17.237.61-239.255.255.250-65037-1900-17,172.17.237.61,65037,239.255.255.250,1900,17,22-12-21 13:32,3019512,Normal
172.17.237.22-8.8.8.8-44625-53-17,172.17.237.22,44625,8.8.8.8,53,17,22-12-21 13:32,97343,Normal
172.17.237.22-8.8.8.8-34921-53-17,172.17.237.22,34921,8.8.8.8,53,17,22-12-21 13:32,100546,Normal
172.17.237.33-239.255.255.250-63120-1900-17,172.17.237.33,63120,239.255.255.250,1900,17,22-12-21 13:32,3015778,Normal
172.17.237.61-239.255.255.250-65038-1900-17,172.17.237.61,65038,239.255.255.250,1900,17,22-12-21 13:32,3042704,Normal
172.17.237.22-239.255.255.250-41663-1900-17,172.17.237.22,41663,239.255.255.250,1900,17,22-12-21 13:32,3004134,Normal
172.17.237.43-239.255.255.250-57267-1900-17,172.17.237.43,57267,239.255.255.250,1900,17,22-12-21 13:32,659029,Normal
172.17.237.43-239.255.255.250-59261-1900-17,172.17.237.43,59261,239.255.255.250,1900,17,22-12-21 13:32,625036,Normal
172.17.237.43-239.255.255.250-55417-1900-17,172.17.237.43,55417,239.255.255.250,1900,17,22-12-21 13:32,621487,Normal
172.17.237.46-239.255.255.250-58830-1900-17,172.17.237.46,58830,239.255.255.250,1900,17,22-12-21 13:32,3038595,Normal
172.17.237.22-20.42.73.24-51354-443-6,172.17.237.22,51354,20.42.73.24,443,6,22-12-21 13:33,75325958,Normal
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-12-21 13:33,72230283,Normal
172.17.237.22-52.159.49.199-59260-443-6,172.17.237.22,59260,52.159.49.199,443,6,22-12-21 13:33,119308484,Normal
172.17.237.32-239.255.255.250-57544-1900-17,172.17.237.32,57544,239.255.255.250,1900,17,22-12-21 13:33,3045468,Normal
172.17.237.22-8.8.8.8-43236-53-17,172.17.237.22,43236,8.8.8.8,53,17,22-12-21 13:33,62387,Normal
172.17.237.43-239.255.255.250-51827-1900-17,172.17.237.43,51827,239.255.255.250,1900,17,22-12-21 13:33,598225,Normal
172.17.237.22-8.8.8.8-33190-53-17,172.17.237.22,33190,8.8.8.8,53,17,22-12-21 13:33,688440,Normal
